,instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
4787,5371905,20984,SCLZC25F-Y5,,0.0,,0.0,0.01,1,EQ,NSE,NSE
4788,5372417,20986,940SCL26B-Y6,,0.0,,0.0,0.01,1,EQ,NSE,NSE
4789,5372929,20988,INDIGRID-IV,INDIGRID INFRASTRUCT TRST,0.0,,0.0,0.01,1,EQ,NSE,NSE
4790,5374721,20995,990SCL26B-Y7,,0.0,,0.0,0.01,1,EQ,NSE,NSE
4791,5376001,21000,948SCL26B-Y8,,0.0,,0.0,0.01,1,EQ,NSE,NSE
4792,5376257,21001,PSB,PUNJAB & SIND BANK,0.0,,0.0,0.01,1,EQ,NSE,NSE
4793,5376769,21003,SCLZC26F-Y9,,0.0,,0.0,0.01,1,EQ,NSE,NSE
4794,5378049,21008,SCLZC26G-YA,,0.0,,0.0,0.01,1,EQ,NSE,NSE
4795,5378561,21010,965SCL28B-YB,,0.0,,0.0,0.01,1,EQ,NSE,NSE
4796,5380097,21016,925SCL28B-YC,,0.0,,0.0,0.01,1,EQ,NSE,NSE
4797,5380865,21019,971SCL28B-YD,,0.0,,0.0,0.01,1,EQ,NSE,NSE
4798,5381377,21021,FMNL-BE,FUTURE MKT NETWORKS,0.0,,0.0,0.01,1,EQ,NSE,NSE
4799,5382145,21024,980SCL33D-YG,,0.0,,0.0,0.01,1,EQ,NSE,NSE
4800,5382657,21026,835SCL23A-YH,,0.0,,0.0,0.01,1,EQ,NSE,NSE
4801,5383169,21028,875SCL23A-YI,,0.0,,0.0,0.01,1,EQ,NSE,NSE
4802,5383681,21030,1025SCL33-YJ,,0.0,,0.0,0.01,1,EQ,NSE,NSE
4803,5383937,21031,8HR30-SG,SDL HR 8% 2030,0.0,,0.0,0.01,100,EQ,NSE,NSE
4804,5384193,21032,726GJ29-SG,SDL GJ 7.26% 2029,0.0,,0.0,0.01,100,EQ,NSE,NSE
4805,5384705,21034,726AS29-SG,SDL AS 7.26% 2029,0.0,,0.0,0.01,100,EQ,NSE,NSE
4806,5385985,21039,648AP32-SG,SDL AP 6.48% 2032,0.0,,0.0,0.01,100,EQ,NSE,NSE
4807,5386241,21040,641GA30-SG,SDL GA 6.41% 2030,0.0,,0.0,0.01,100,EQ,NSE,NSE
4808,5386753,21042,1075SCL33-YK,,0.0,,0.0,0.01,1,EQ,NSE,NSE
4809,5387265,21044,980SCL33B-YL,,0.0,,0.0,0.01,1,EQ,NSE,NSE
4810,5387777,21046,795JK30-SG,SDL JK 7.95% 2030,0.0,,0.0,0.01,100,EQ,NSE,NSE
4811,5388033,21047,788GA30-SG,SDL GA 7.88% 2030,0.0,,0.0,0.01,100,EQ,NSE,NSE
4812,5388289,21048,8AS30-SG,SDL AS 8% 2030,0.0,,0.0,0.01,100,EQ,NSE,NSE
4813,5388545,21049,773GJ29-SG,SDL GJ 7.73% 2029,0.0,,0.0,0.01,100,EQ,NSE,NSE
4814,5388801,21050,780AP33-SG,SDL AP 7.80% 2033,0.0,,0.0,0.01,100,EQ,NSE,NSE
4815,5389057,21051,73HP30-SG,SDL HP 7.3% 2030,0.0,,0.0,0.01,100,EQ,NSE,NSE
4816,5389569,21053,699GJ26-SG,SDL GJ 6.99% 2026,0.0,,0.0,0.01,100,EQ,NSE,NSE
4817,5389825,21054,688AP35-SG,SDL AP 6.88% 2035,0.0,,0.0,0.01,100,EQ,NSE,NSE
4818,5390337,21056,835SCL23B-YM,,0.0,,0.0,0.01,1,EQ,NSE,NSE
4819,5391617,21061,INDIFRA-ST,INDIFRA,0.0,,0.0,0.05,2000,EQ,NSE,NSE
4820,5391873,21062,INNOVACAP,INNOVA CAPTAB,0.0,,0.0,0.05,1,EQ,NSE,NSE
4821,5393153,21067,SUPREMEPWR-SM,SUPREME POWER EQUIPMENT L,0.0,,0.0,0.05,500,EQ,NSE,NSE
4822,5395713,21077,SURANASOL,SURANA SOLAR,0.0,,0.0,0.01,1,EQ,NSE,NSE
4823,5395969,21078,TECHLABS-SM,TRIDENT TECHLABS,0.0,,0.0,0.05,125,EQ,NSE,NSE
4824,5399297,21091,STARCEMENT,STAR CEMENT,0.0,,0.0,0.01,1,EQ,NSE,NSE
4825,5400321,21095,SHEKHAWATI,SHEKHAWATI INDUSTRIES,0.0,,0.0,0.01,1,EQ,NSE,NSE
4826,5400577,21096,SAIFL-SM,SAMEERA AGRO AND INFRA L,0.0,,0.0,0.05,4000,EQ,NSE,NSE
4827,5403393,21107,HRHNEXT-SM,HRH NEXT SERVICES,0.0,,0.0,0.05,1500,EQ,NSE,NSE
4828,5404929,21113,BFINVEST,BF INVESTMENT,0.0,,0.0,0.05,1,EQ,NSE,NSE
4829,5406465,21119,KICL,KALYANI INVEST CO,0.0,,0.0,0.5,1,EQ,NSE,NSE
4830,5406977,21121,AKANKSHA-SM,AKANKSHA POWER N INFRA L,0.0,,0.0,0.05,1000,EQ,NSE,NSE
4831,5409537,21131,TEJASNET,TEJAS NETWORKS,0.0,,0.0,0.05,1,EQ,NSE,NSE
4832,5410049,21133,743GJ27-SG,SDL GJ 7.43% 2027,0.0,,0.0,0.01,100,EQ,NSE,NSE
4833,5411329,21138,688AP34-SG,SDL AP 6.88% 2034,0.0,,0.0,0.01,100,EQ,NSE,NSE
4834,5411585,21139,694GA30-SG,SDL GA 6.94% 2030,0.0,,0.0,0.01,100,EQ,NSE,NSE
4835,5411841,21140,629HP26-SG,SDL HP 6.29% 2026,0.0,,0.0,0.01,100,EQ,NSE,NSE
4836,5412097,21141,695HP29-SG,SDL HP 6.95% 2029,0.0,,0.0,0.01,100,EQ,NSE,NSE
4837,5414913,21152,747GJ28-SG,SDL GJ 7.47% 2028,0.0,,0.0,0.01,100,EQ,NSE,NSE
4838,5415169,21153,774AP32A-SG,SDL AP 7.74% 2032,0.0,,0.0,0.01,100,EQ,NSE,NSE
4839,5415425,21154,ERIS,ERIS LIFESCIENCES,0.0,,0.0,0.1,1,EQ,NSE,NSE
4840,5415681,21155,774KA34-SG,SDL KA 7.74% 2034,0.0,,0.0,0.01,100,EQ,NSE,NSE
4841,5415937,21156,774RJ34-SG,SDL RJ 7.74% 2034,0.0,,0.0,0.01,100,EQ,NSE,NSE
4842,5417217,21161,692BR32-SG,SDL BR 6.92% 2032,0.0,,0.0,0.01,100,EQ,NSE,NSE
4843,5417473,21162,695AS30-SG,SDL AS 6.95% 2030,0.0,,0.0,0.01,100,EQ,NSE,NSE
4844,5417729,21163,773KA35A-SG,SDL KA 7.73% 2035,0.0,,0.0,0.01,100,EQ,NSE,NSE
4845,5417985,21164,774AP36A-SG,SDL AP 7.74% 2036,0.0,,0.0,0.01,100,EQ,NSE,NSE
4846,5418241,21165,778PN37-SG,SDL PN 7.78% 2037,0.0,,0.0,0.01,100,EQ,NSE,NSE
4847,5418497,21166,779PN38-SG,SDL PN 7.79% 2038,0.0,,0.0,0.01,100,EQ,NSE,NSE
4848,5418753,21167,773BR39-SG,SDL BR 7.73% 2039,0.0,,0.0,0.01,100,EQ,NSE,NSE
4849,5419009,21168,77AP43A-SG,SDL AP 7.7% 2043,0.0,,0.0,0.01,100,EQ,NSE,NSE
4850,5419265,21169,724GJ29-SG,SDL GJ 7.24% 2029,0.0,,0.0,0.01,100,EQ,NSE,NSE
4851,5420289,21173,KCEIL-SM,KAY CEE ENERGY & INFRA L,0.0,,0.0,0.05,500,EQ,NSE,NSE
4852,5420545,21174,CDSL,CENTRAL DEPO SER (I),0.0,,0.0,0.1,1,EQ,NSE,NSE
4853,5423617,21186,KLL-SM,KAUSHALYA LOGISTICS,0.0,,0.0,0.05,800,EQ,NSE,NSE
4854,5425665,21194,855TCAPS27-N7,,0.0,,0.0,0.01,1,EQ,NSE,NSE
4855,5425921,21195,GTPL,GTPL HATHWAY,0.0,,0.0,0.01,1,EQ,NSE,NSE
4856,5426433,21197,865TCAPS27-N8,,0.0,,0.0,0.01,1,EQ,NSE,NSE
4857,5430529,21213,730AS29-SG,SDL AS 7.30% 2029,0.0,,0.0,0.01,100,EQ,NSE,NSE
4858,5430785,21214,728GJ29-SG,SDL GJ 7.28% 2029,0.0,,0.0,0.01,100,EQ,NSE,NSE
4859,5431297,21216,654GJ30-SG,SDL GJ 6.54% 2030,0.0,,0.0,0.01,100,EQ,NSE,NSE
4860,5431553,21217,ACCORD-SM,ACCORD SYNERGY,0.0,,0.0,0.05,2000,EQ,NSE,NSE
4861,5432577,21221,9TCAP28-N9,,0.0,,0.0,0.01,1,EQ,NSE,NSE
4862,5433601,21225,910TCAP28-NA,,0.0,,0.0,0.01,1,EQ,NSE,NSE
4863,5434113,21227,875TCAPS29-NB,,0.0,,0.0,0.01,1,EQ,NSE,NSE
4864,5434625,21229,885TCAPS29-NC,,0.0,,0.0,0.01,1,EQ,NSE,NSE
4865,5435137,21231,815LTF27-NO,,0.0,,0.0,0.01,1,EQ,NSE,NSE
4866,5435649,21233,9HFL34-N0,,0.0,,0.0,0.01,1,EQ,NSE,NSE
4867,5436161,21235,657AP30-SG,SDL AP 6.57% 2030,0.0,,0.0,0.01,100,EQ,NSE,NSE
4868,5436417,21236,703HR40-SG,SDL HR 7.03% 2040,0.0,,0.0,0.01,100,EQ,NSE,NSE
4869,5436673,21237,705AP31-SG,SDL AP 7.05% 2031,0.0,,0.0,0.01,100,EQ,NSE,NSE
4870,5436929,21238,AUBANK,AU SMALL FINANCE BANK,0.0,,0.0,0.05,1,EQ,NSE,NSE
4871,5437185,21239,78NABARD27-N0,,0.0,,0.0,0.01,1,EQ,NSE,NSE
4872,5439233,21247,DIGIDRIVE,DIGIDRIVE DISTRIBUTORS L,0.0,,0.0,0.01,1,EQ,NSE,NSE
4873,5440513,21252,AXISNIFTY,AXISAMC - AXISNIFTY,0.0,,0.0,0.01,1,EQ,NSE,NSE
4874,5441025,21254,LOWVOLIETF,ICICI PR NIF LW VL 30 ETF,0.0,,0.0,0.01,1,EQ,NSE,NSE
4875,5442305,21259,753AS29-SG,SDL AS 7.53% 2029,0.0,,0.0,0.01,100,EQ,NSE,NSE
4876,5442561,21260,TRANSWIND-SM,TRANSWIND INFRA,0.0,,0.0,0.05,4000,EQ,NSE,NSE
4877,5443073,21262,764GJ31-SG,SDL GJ 7.64% 2031,0.0,,0.0,0.01,100,EQ,NSE,NSE
4878,5443585,21264,766GJ32-SG,SDL GJ 7.66% 2032,0.0,,0.0,0.01,100,EQ,NSE,NSE
4879,5444865,21269,772TN34-SG,SDL TN 7.72% 2034,0.0,,0.0,0.01,100,EQ,NSE,NSE
4880,5445121,21270,778AS34-SG,SDL AS 7.78% 2034,0.0,,0.0,0.01,100,EQ,NSE,NSE
4881,5445377,21271,772MH35-SG,SDL MH 7.72% 2035,0.0,,0.0,0.01,100,EQ,NSE,NSE
4882,5445633,21272,776KL35-SG,SDL KL 7.76% 2035,0.0,,0.0,0.01,100,EQ,NSE,NSE
4883,5445889,21273,773MH36-SG,SDL MH 7.73% 2036,0.0,,0.0,0.01,100,EQ,NSE,NSE
4884,5446145,21274,774KA36-SG,SDL KA 7.74% 2036,0.0,,0.0,0.01,100,EQ,NSE,NSE
4885,5446401,21275,SUMMITSEC,SUMMIT SECURITIES,0.0,,0.0,0.1,1,EQ,NSE,NSE
4886,5446657,21276,777HR36-SG,SDL HR 7.77% 2036,0.0,,0.0,0.01,100,EQ,NSE,NSE
4887,5446913,21277,778PY36-SG,SDL PY 7.78% 2036,0.0,,0.0,0.01,100,EQ,NSE,NSE
4888,5447937,21281,772KA37-SG,SDL KA 7.72% 2037,0.0,,0.0,0.01,100,EQ,NSE,NSE
4889,5448449,21283,771KA38-SG,SDL KA 7.71% 2038,0.0,,0.0,0.01,100,EQ,NSE,NSE
4890,5449729,21288,768JK44-SG,SDL JK 7.68% 2044,0.0,,0.0,0.01,100,EQ,NSE,NSE
4891,5454849,21308,777IREDA27-N9,,0.0,,0.0,0.01,1,EQ,NSE,NSE
4892,5456385,21314,DYNPRO,DYNEMIC PRODUCTS,0.0,,0.0,0.05,1,EQ,NSE,NSE
4893,5456641,21315,765PGCIL34-N0,,0.0,,0.0,0.01,1,EQ,NSE,NSE
4894,5458177,21321,SEITINVIT-IV,SUSTAINABLE ENERGY INFRA,0.0,,0.0,0.01,25000,EQ,NSE,NSE
4895,5459201,21325,840CIFCL27-NI,,0.0,,0.0,0.01,1,EQ,NSE,NSE
4896,5461505,21334,JYOTICNC,JYOTI CNC AUTOMATION,0.0,,0.0,0.1,1,EQ,NSE,NSE
4897,5462785,21339,STEELXIND,STEEL EXCHANGE INDIA,0.0,,0.0,0.01,1,EQ,NSE,NSE
4898,5465089,21348,IBLFL-SM,IBL FINANCE,0.0,,0.0,0.05,2000,EQ,NSE,NSE
4899,5468673,21362,SALASAR,SALASAR TECHNO ENGG.,0.0,,0.0,0.01,1,EQ,NSE,NSE
4900,5472001,21375,702BR30-SG,SDL BR 7.02% 2030,0.0,,0.0,0.01,100,EQ,NSE,NSE
4901,5474049,21383,PALASHSECU,PALASH SECURITIES,0.0,,0.0,0.01,1,EQ,NSE,NSE
4902,5475585,21389,66GA30-SG,SDL GA 6.6% 2030,0.0,,0.0,0.01,100,EQ,NSE,NSE
4903,5475841,21390,649KA30-SG,SDL KA 6.49% 2030,0.0,,0.0,0.01,100,EQ,NSE,NSE
4904,5476353,21392,MAGADSUGAR,MAGADH SUGAR & ENERGY,0.0,,0.0,0.05,1,EQ,NSE,NSE
4905,5476865,21394,757NHB31-N8,,0.0,,0.0,0.01,1,EQ,NSE,NSE
4906,5478145,21399,GANGESSECU,GANGES SECURITIES,0.0,,0.0,0.01,1,EQ,NSE,NSE
4907,5478657,21401,TATAGOLD,TATAAML-TATAGOLD,0.0,,0.0,0.01,1,EQ,NSE,NSE
4908,5479937,21406,AVADHSUGAR,AVADH SUG & ENERGY,0.0,,0.0,0.05,1,EQ,NSE,NSE
4909,5483265,21419,651KA31-SG,SDL KA 6.51% 2031,0.0,,0.0,0.01,100,EQ,NSE,NSE
4910,5484033,21422,647GJ30-SG,SDL GJ 6.47% 2030,0.0,,0.0,0.01,100,EQ,NSE,NSE
4911,5484289,21423,MOM100,MOTILAL OS MIDCAP100 ETF,0.0,,0.0,0.01,1,EQ,NSE,NSE
4912,5485313,21427,THEINVEST,THE INVEST TRUST OF IND L,0.0,,0.0,0.01,1,EQ,NSE,NSE
4913,5485569,21428,TATSILV,TATAAML-TATSILV,0.0,,0.0,0.01,1,EQ,NSE,NSE
4914,5491457,21451,APS-SM,AUSTRALIAN PREM SOLAR I L,0.0,,0.0,0.05,250,EQ,NSE,NSE
4915,5494529,21463,793THDC34-N0,,0.0,,0.0,0.01,1,EQ,NSE,NSE
4916,5496065,21469,OPTIEMUS,OPTIEMUS INFRACOM,0.0,,0.0,0.05,1,EQ,NSE,NSE
4917,5496321,21470,771REC27-NJ,,0.0,,0.0,0.01,1,EQ,NSE,NSE
4918,5498369,21478,UTINEXT50,UTIAMC - UTINEXT50,0.0,,0.0,0.01,1,EQ,NSE,NSE
4919,5499905,21484,STEL,STEL HOLDINGS,0.0,,0.0,0.05,1,EQ,NSE,NSE
4920,5500161,21485,764REC34-NK,,0.0,,0.0,0.01,1,EQ,NSE,NSE
4921,5502465,21494,764AP31-SG,SDL AP 7.64% 2031,0.0,,0.0,0.01,100,EQ,NSE,NSE
4922,5502977,21496,768AS31-SG,SDL AS 7.68% 2031,0.0,,0.0,0.01,100,EQ,NSE,NSE
4923,5503745,21499,768CG32-SG,SDL CG 7.68% 2032,0.0,,0.0,0.01,100,EQ,NSE,NSE
4924,5504001,21500,764GJ33-SG,SDL GJ 7.64% 2033,0.0,,0.0,0.01,100,EQ,NSE,NSE
4925,5504257,21501,SIS,SIS,0.0,,0.0,0.05,1,EQ,NSE,NSE
4926,5504513,21502,767CG33-SG,SDL CG 7.67% 2033,0.0,,0.0,0.01,100,EQ,NSE,NSE
4927,5504769,21503,764GJ34-SG,SDL GJ 7.64% 2034,0.0,,0.0,0.01,100,EQ,NSE,NSE
4928,5506049,21508,COCHINSHIP,COCHIN SHIPYARD,0.0,,0.0,0.1,1,EQ,NSE,NSE
4929,5506305,21509,767HP34-SG,SDL HP 7.67% 2034,0.0,,0.0,0.01,100,EQ,NSE,NSE
4930,5506561,21510,767AP38A-SG,SDL AP 7.67% 2038,0.0,,0.0,0.01,100,EQ,NSE,NSE
4931,5507073,21512,764HP39-SG,SDL HP 7.64% 2039,0.0,,0.0,0.01,100,EQ,NSE,NSE
4932,5507329,21513,768KA39-SG,SDL KA 7.68% 2039,0.0,,0.0,0.01,100,EQ,NSE,NSE
4933,5513985,21539,773BR39A-SG,SDL BR 7.73% 2039,0.0,,0.0,0.01,100,EQ,NSE,NSE
4934,5514241,21540,769KA40-SG,SDL KA 7.69% 2040,0.0,,0.0,0.01,100,EQ,NSE,NSE
4935,5514753,21542,76TS43-SG,SDL TS 7.6% 2043,0.0,,0.0,0.01,100,EQ,NSE,NSE
4936,5515009,21543,76AP44-SG,SDL AP 7.6% 2044,0.0,,0.0,0.01,100,EQ,NSE,NSE
4937,5516033,21547,76TS47-SG,SDL TS 7.6% 2047,0.0,,0.0,0.01,100,EQ,NSE,NSE
4938,5516289,21548,756TN54-SG,SDL TN 7.56% 2054,0.0,,0.0,0.01,100,EQ,NSE,NSE
4939,5516545,21549,655AP28-SG,SDL AP 6.55% 2028,0.0,,0.0,0.01,100,EQ,NSE,NSE
4940,5516801,21550,727AS29-SG,SDL AS 7.27% 2029,0.0,,0.0,0.01,100,EQ,NSE,NSE
4941,5517057,21551,HALEOSLABS,HALEOS LABS,0.0,,0.0,0.1,1,EQ,NSE,NSE
4942,5522433,21572,835SMFG27-N0,,0.0,,0.0,0.01,1,EQ,NSE,NSE
4943,5528065,21594,COMSYN-BE,COMMERCIAL SYN BAGS,0.0,,0.0,0.01,1,EQ,NSE,NSE
4944,5533185,21614,ABCAPITAL,ADITYA BIRLA CAPITAL,0.0,,0.0,0.05,1,EQ,NSE,NSE
4945,5533441,21615,875GFL27-N0,,0.0,,0.0,0.01,1,EQ,NSE,NSE
4946,5534977,21621,757IRFC29-NP,,0.0,,0.0,0.01,1,EQ,NSE,NSE
4947,5535489,21623,APEX,APEX FROZEN FOODS,0.0,,0.0,0.05,1,EQ,NSE,NSE
4948,5535745,21624,840TPL28-N2,,0.0,,0.0,0.01,1,EQ,NSE,NSE
4949,5539841,21640,624HR26-SG,SDL HR 6.24% 2026,0.0,,0.0,0.01,100,EQ,NSE,NSE
4950,5540353,21642,729BR30-SG,SDL BR 7.29% 2030,0.0,,0.0,0.01,100,EQ,NSE,NSE
4951,5540609,21643,729AP30-SG,SDL AP 7.29% 2030,0.0,,0.0,0.01,100,EQ,NSE,NSE
4952,5540865,21644,724AP33-SG,SDL AP 7.24% 2033,0.0,,0.0,0.01,100,EQ,NSE,NSE
4953,5541121,21645,724AP35-SG,SDL AP 7.24% 2035,0.0,,0.0,0.01,100,EQ,NSE,NSE
4954,5541377,21646,728JK30-SG,SDL JK 7.28% 2030,0.0,,0.0,0.01,100,EQ,NSE,NSE
4955,5541633,21647,639AP26-SG,SDL AP 6.39% 2026,0.0,,0.0,0.01,100,EQ,NSE,NSE
4956,5542401,21650,66GJ29-SG,SDL GJ 6.6% 2029,0.0,,0.0,0.01,100,EQ,NSE,NSE
4957,5542657,21651,730JK29-SG,SDL JK 7.30% 2029,0.0,,0.0,0.01,100,EQ,NSE,NSE
4958,5544705,21659,840TPL26-N0,,0.0,,0.0,0.01,1,EQ,NSE,NSE
4959,5549313,21677,840TPL27-N1,,0.0,,0.0,0.01,1,EQ,NSE,NSE
4960,5550849,21683,BRNL,BHARAT ROAD NETWORK,0.0,,0.0,0.01,1,EQ,NSE,NSE
4961,5551105,21684,840TPL29-N3,,0.0,,0.0,0.01,1,EQ,NSE,NSE
4962,5552641,21690,DIXON,DIXON TECHNO (INDIA),0.0,,0.0,1.0,1,EQ,NSE,NSE
4963,5552897,21691,MAXPOSURE-SM,MAXPOSURE,0.0,,0.0,0.05,1000,EQ,NSE,NSE
4964,5554689,21698,MANAV-ST,MANAV INFRA PROJECTS,0.0,,0.0,0.05,4000,EQ,NSE,NSE
4965,5556225,21704,DCAL,DISHMAN CARBO AMCIS,0.0,,0.0,0.01,1,EQ,NSE,NSE
4966,5556481,21705,MEDIASSIST,MEDI ASSIST HEALTH SER L,0.0,,0.0,0.05,1,EQ,NSE,NSE
4967,5557761,21710,723KA28-SG,SDL KA 7.23% 2028,0.0,,0.0,0.01,100,EQ,NSE,NSE
4968,5558017,21711,68PN26-SG,SDL PN 6.8% 2026,0.0,,0.0,0.01,100,EQ,NSE,NSE
4969,5559297,21716,665PN50-SG,SDL PN 6.65% 2050,0.0,,0.0,0.01,100,EQ,NSE,NSE
4970,5559553,21717,73PN34-SG,SDL PN 7.3% 2034,0.0,,0.0,0.01,100,EQ,NSE,NSE
4971,5560065,21719,67PN30-SG,SDL PN 6.7% 2030,0.0,,0.0,0.01,100,EQ,NSE,NSE
4972,5561089,21723,LASA-BE,LASA SUPERGENERICS,0.0,,0.0,0.01,1,EQ,NSE,NSE
4973,5561857,21726,MATRIMONY,MATRIMONY.COM,0.0,,0.0,0.05,1,EQ,NSE,NSE
4974,5564161,21735,737GR2054-GS,GOI LOAN   7.37% 2054,0.0,,0.0,0.01,1,EQ,NSE,NSE
4975,5565441,21740,CHOLAHLDNG,CHOLAMANDALAM FIN HOL,0.0,,0.0,0.1,1,EQ,NSE,NSE
4976,5565697,21741,775SIDBI27-N1,,0.0,,0.0,0.01,1,EQ,NSE,NSE
4977,5567233,21747,EDUCOMP-BZ,EDUCOMP SOLUTIONS,0.0,,0.0,0.01,1,EQ,NSE,NSE
4978,5567745,21749,CAPACITE,CAPACITE INFRAPROJECT,0.0,,0.0,0.05,1,EQ,NSE,NSE
4979,5568001,21750,LIQUIDCASE,ZERODHA NIFTY 1D RATE LIQUID ETF,0.0,,0.0,0.01,1,EQ,NSE,NSE
4980,5570561,21760,832TFSIL29-N0,,0.0,,0.0,0.01,1,EQ,NSE,NSE
4981,5572353,21767,83645TFS27-N1,,0.0,,0.0,0.01,1,EQ,NSE,NSE
4982,5573121,21770,ICICIGI,ICICI LOMBARD GIC,0.0,,0.0,0.1,1,EQ,NSE,NSE
4983,5577217,21786,672PN30-SG,SDL PN 6.72% 2030,0.0,,0.0,0.01,100,EQ,NSE,NSE
4984,5577985,21789,697PN40-SG,SDL PN 6.97% 2040,0.0,,0.0,0.01,100,EQ,NSE,NSE
4985,5578753,21792,MPTODAY-SM,M P TODAY MEDIA,0.0,,0.0,0.05,2000,EQ,NSE,NSE
4986,5579265,21794,DAVANGERE,DAVANGERE SUGAR COMPANY L,0.0,,0.0,0.01,1,EQ,NSE,NSE
4987,5582849,21808,SBILIFE,SBI LIFE INSURANCE CO,0.0,,0.0,0.1,1,EQ,NSE,NSE
4988,5585409,21818,773KA41-SG,SDL KA 7.73% 2041,0.0,,0.0,0.01,100,EQ,NSE,NSE
4989,5585921,21820,767KA42-SG,SDL KA 7.67% 2042,0.0,,0.0,0.01,100,EQ,NSE,NSE
4990,5586689,21823,CADSYS-SM,CADSYS (INDIA),0.0,,0.0,0.05,500,EQ,NSE,NSE
4991,5587201,21825,77AP42-SG,SDL AP 7.7% 2042,0.0,,0.0,0.01,100,EQ,NSE,NSE
4992,5587713,21827,766WB43-SG,SDL WB 7.66% 2043,0.0,,0.0,0.01,100,EQ,NSE,NSE
4993,5587969,21828,TEXRAIL,TEXMACO RAIL & ENG.,0.0,,0.0,0.01,1,EQ,NSE,NSE
4994,5588225,21829,759TN44-SG,SDL TN 7.59% 2044,0.0,,0.0,0.01,100,EQ,NSE,NSE
4995,5588481,21830,759TS46-SG,SDL TS 7.59% 2046,0.0,,0.0,0.01,100,EQ,NSE,NSE
4996,5591041,21840,DIAMONDYD,PRATAAP SNACKS,0.0,,0.0,0.1,1,EQ,NSE,NSE
4997,5591297,21841,758TN54-SG,SDL TN 7.58% 2054,0.0,,0.0,0.01,100,EQ,NSE,NSE
4998,5591553,21842,766RJ31-SG,SDL RJ 7.66% 2031,0.0,,0.0,0.01,100,EQ,NSE,NSE
4999,5593345,21849,767CG31-SG,SDL CG 7.67% 2031,0.0,,0.0,0.01,100,EQ,NSE,NSE
5000,5593857,21851,768JH32-SG,SDL JH 7.68% 2032,0.0,,0.0,0.01,100,EQ,NSE,NSE
5001,5595137,21856,763GJ33-SG,SDL GJ 7.63% 2033,0.0,,0.0,0.01,100,EQ,NSE,NSE
5002,5595649,21858,763GJ34-SG,SDL GJ 7.63% 2034,0.0,,0.0,0.01,100,EQ,NSE,NSE
5003,5596929,21863,767RJ34-SG,SDL RJ 7.67% 2034,0.0,,0.0,0.01,100,EQ,NSE,NSE
5004,5597441,21865,769GA34-SG,SDL GA 7.69% 2034,0.0,,0.0,0.01,100,EQ,NSE,NSE
5005,5598465,21869,TIRUPATI-ST,SHREE TIRUPATI BALAJEE,0.0,,0.0,0.05,125,EQ,NSE,NSE
5006,5598721,21870,768AP37-SG,SDL AP 7.68% 2037,0.0,,0.0,0.01,100,EQ,NSE,NSE
5007,5599233,21872,773MZ39-SG,SDL MZ 7.73% 2039,0.0,,0.0,0.01,100,EQ,NSE,NSE
5008,5600513,21877,774BR39-SG,SDL BR 7.74% 2039,0.0,,0.0,0.01,100,EQ,NSE,NSE
5009,5601025,21879,771MP40-SG,SDL MP 7.71% 2040,0.0,,0.0,0.01,100,EQ,NSE,NSE
5010,5604609,21893,722PN32-SG,SDL PN 7.22% 2032,0.0,,0.0,0.01,100,EQ,NSE,NSE
5011,5604865,21894,730PN31-SG,SDL PN 7.30% 2031,0.0,,0.0,0.01,100,EQ,NSE,NSE
5012,5605121,21895,692PN35-SG,SDL PN 6.92% 2035,0.0,,0.0,0.01,100,EQ,NSE,NSE
5013,5606145,21899,705KL30-SG,SDL KL 7.05% 2030,0.0,,0.0,0.01,100,EQ,NSE,NSE
5014,5606657,21901,655KL30-SG,SDL KL 6.55% 2030,0.0,,0.0,0.01,100,EQ,NSE,NSE
5015,5607169,21903,673KL28-SG,SDL KL 6.73% 2028,0.0,,0.0,0.01,100,EQ,NSE,NSE
5016,5607425,21904,791KL30-SG,SDL KL 7.91% 2030,0.0,,0.0,0.01,100,EQ,NSE,NSE
5017,5607681,21905,810KL32-SG,SDL KL 8.10% 2032,0.0,,0.0,0.01,100,EQ,NSE,NSE
5018,5607937,21906,896KL35-SG,SDL KL 8.96% 2035,0.0,,0.0,0.01,100,EQ,NSE,NSE
5019,5608449,21908,728KL30-SG,SDL KL 7.28% 2030,0.0,,0.0,0.01,100,EQ,NSE,NSE
5020,5608705,21909,65KL27-SG,SDL KL 6.5% 2027,0.0,,0.0,0.01,100,EQ,NSE,NSE
5021,5608961,21910,663KL30-SG,SDL KL 6.63% 2030,0.0,,0.0,0.01,100,EQ,NSE,NSE
5022,5609473,21912,718KL29-SG,SDL KL 7.18% 2029,0.0,,0.0,0.01,100,EQ,NSE,NSE
5023,5609729,21913,684KL30-SG,SDL KL 6.84% 2030,0.0,,0.0,0.01,100,EQ,NSE,NSE
5024,5609985,21914,716KL30-SG,SDL KL 7.16% 2030,0.0,,0.0,0.01,100,EQ,NSE,NSE
5025,5610241,21915,703KL30-SG,SDL KL 7.03% 2030,0.0,,0.0,0.01,100,EQ,NSE,NSE
5026,5610497,21916,67KL27-SG,SDL KL 6.7% 2027,0.0,,0.0,0.01,100,EQ,NSE,NSE
5027,5611265,21919,642MN30-SG,SDL MN 6.42% 2030,0.0,,0.0,0.01,100,EQ,NSE,NSE
5028,5611521,21920,705MN30-SG,SDL MN 7.05% 2030,0.0,,0.0,0.01,100,EQ,NSE,NSE
